1,641a58401b508800014c91db,7/7/2023,0:00,1,2.02E+16,1,1,1,1,1,1,1,799,799,,?????,7/7/2024,1,500.00
2,64a7894784c061000ca7c914,7/7/2023,0:00,1,#20230707034328301,1,1,1,1,1,1,1,799,799,,?????,7/7/2024,1,500.00
3,645f3d8fc67e18000f601f51,7/7/2023,0:00,1,#20230707034716016,1,1,1,1,1,1,1,599,599,,?????,7/7/2024,1,500.00
4,64a79b083aa0de000b6b3508,7/7/2023,0:00,1,#20230707050844910,1,1,1,1,1,1,1,3480,3480,,?????,7/7/2024,1,500.00
5,64115f203ce5b000018be6a1,7/7/2023,0:00,1,#20230707051046326,1,1,1,1,1,1,1,3006,3006,,?????,7/7/2024,1,500.00
6,64a7a003bdeb910012ab3261,7/7/2023,0:00,1,#20230707053246731,1,1,1,1,1,1,1,3180,3180,,?????,7/7/2024,1,500.00
7,64a420f3e2c0ff0012f0cb78,7/7/2023,0:00,1,#20230707054218530,1,1,1,1,1,1,1,3380,3380,,?????,7/7/2024,1,500.00
8,64854fe8f7c9600009c6846c,7/7/2023,0:00,1,#20230707054323267,1,1,1,1,1,1,1,609,609,,?????,7/7/2024,1,500.00
9,6411705636c305000168ba5a,7/7/2023,0:00,1,#20230707055038272,1,1,1,1,1,1,1,47,47,,?????,7/7/2024,1,500.00
10,64a7a96e2b5f0f00096b612d,7/7/2023,0:00,1,#20230707060123865,1,1,1,1,1,1,1,2980,2980,,?????,7/7/2024,1,500.00
11,64115f203ce5b000018be6a1,7/7/2023,0:00,1,#20230707060140984,1,1,1,1,1,1,1,200,200,,?????,7/7/2024,1,500.00
12,64a6516d0efff4000cf63234,7/7/2023,0:00,1,#20230707061811679,1,1,1,1,1,1,1,6360,6360,,?????,7/7/2024,1,500.00
13,64a7a23df188f2000f3dab62,7/7/2023,0:00,1,#20230707062257803,1,1,1,1,1,1,1,3439,3439,,?????,7/7/2024,1,500.00
14,64a7b06c911e1500126666bf,7/7/2023,0:00,1,#20230707063032226,1,1,1,1,1,1,1,3480,3480,,?????,7/7/2024,1,500.00
15,64a7aa88e0638b000f6a1af8,7/7/2023,0:00,1,#20230707063315209,1,1,1,1,1,1,1,3280,3280,,?????,7/7/2024,1,500.00
16,641038578731c6000c2557db,7/7/2023,0:00,1,#20230707063607253,1,1,1,1,1,1,1,235,235,,?????,7/7/2024,1,500.00
17,64a7b106f80eee000ca86bc1,7/7/2023,0:00,1,#20230707063904334,1,1,1,1,1,1,1,3380,3380,,?????,7/7/2024,1,500.00
18,64a7b369d810c2000c5464f6,7/7/2023,0:00,1,#20230707064247738,1,1,1,1,1,1,1,1422,1422,,?????,7/7/2024,1,500.00
19,64a7b45da17f080012a4b8fc,7/7/2023,0:00,1,#20230707064910377,1,1,1,1,1,1,1,3180,3180,,?????,7/7/2024,1,500.00
20,6.41E+23,7/7/2023,0:00,1,#20230707065033237,1,1,1,1,1,1,1,3380,3380,,?????,7/7/2024,1,500.00
21,6411709036c305000168cde9,7/7/2023,0:00,1,#20230707065439077,1,1,1,1,1,1,1,159,159,,?????,7/7/2024,1,500.00
22,64a7b45f04dd9c000c8b142e,7/7/2023,0:00,1,#20230707065838872,1,1,1,1,1,1,1,3180,3180,,?????,7/7/2024,1,500.00
23,64893adb9e5cbd0012151f2f,7/7/2023,0:00,1,#20230707071418933,1,1,1,1,1,1,1,898,898,,?????,7/7/2024,1,500.00
24,64a7bac6c612520012adafed,7/7/2023,0:00,1,#20230707071600204,1,1,1,1,1,1,1,3280,3280,,?????,7/7/2024,1,500.00
25,644f6a0fed11f364e4b6c073,7/7/2023,0:00,1,#20230707071856002,1,1,1,1,1,1,1,2880,2880,,?????,7/7/2024,1,500.00
26,645623861c7d4700117a5d73,7/7/2023,0:00,1,#20230707072113795,1,1,1,1,1,1,1,575,575,,?????,7/7/2024,1,500.00
27,644f6a0fed11f364e4b6c073,7/7/2023,0:00,1,#20230707072153073,1,1,1,1,1,1,1,658,658,,?????,7/7/2024,1,500.00
28,64a7be4862d9510012ea0e1a,7/7/2023,0:00,1,#20230707073545823,1,1,1,1,1,1,1,3280,3280,,?????,7/7/2024,1,500.00
29,64a7c0445cb629000fcf9da9,7/7/2023,0:00,1,#20230707074249749,1,1,1,1,1,1,1,1078,1078,,?????,7/7/2024,1,500.00
30,64a7c053e0638b00096a1b02,7/7/2023,0:00,1,#20230707074653573,1,1,1,1,1,1,1,3580,3580,,?????,7/7/2024,1,500.00
31,64a7c6ca8fb3c9000f469142,7/7/2023,0:00,1,#20230707080801609,1,1,1,1,1,1,1,3580,3580,,?????,7/7/2024,1,500.00
32,64a7c9185cb6290012cf9db6,7/7/2023,0:00,1,#20230707081900304,1,1,1,1,1,1,1,3180,3180,,?????,7/7/2024,1,500.00
33,64a7c871479d22001176f8c3,7/7/2023,0:00,1,#20230707082101711,1,1,1,1,1,1,1,3380,3380,,?????,7/7/2024,1,500.00
34,641a5aa51b508800014cd4a1,7/7/2023,0:00,1,#20230707084757301,1,1,1,1,1,1,1,3280,3280,,?????,7/7/2024,1,500.00
35,64a7cefa6f351d0012a84a42,7/7/2023,0:00,1,#20230707090238670,1,1,1,1,1,1,1,3280,3280,,?????,7/7/2024,1,500.00
36,64a24c0f7a35be0012d04d7a,7/7/2023,0:00,1,#20230707090305137,1,1,1,1,1,1,1,2980,2980,,?????,7/7/2024,1,500.00
37,64a7d4aaa91420000f766324,7/7/2023,0:00,1,#20230707090502520,1,1,1,1,1,1,1,2980,2980,,?????,7/7/2024,1,500.00
38,64a7d4adaab6c80009cda83e,7/7/2023,0:00,1,#20230707090708960,1,1,1,1,1,1,1,3180,3180,,?????,7/7/2024,1,500.00
39,6411b5ab4fa0aa00127725fe,7/7/2023,0:00,1,#20230707091115811,1,1,1,1,1,1,1,3361,3361,,?????,7/7/2024,1,500.00
40,6460ba1309fe3f000fd37398,7/7/2023,0:00,1,#20230707091644512,1,1,1,1,1,1,1,1422,1422,,?????,7/7/2024,1,500.00
41,64a7e23710d64b000fa9d0fb,7/7/2023,0:00,1,#20230707100514600,1,1,1,1,1,1,1,3180,3180,,?????,7/7/2024,1,500.00
42,64a7e21a2a07a0000b05e43b,7/7/2023,0:00,1,#20230707100736156,1,1,1,1,1,1,1,1422,1422,,?????,7/7/2024,1,500.00
43,64a7e587da1c3c0009fa625d,7/7/2023,0:00,1,#20230707102101713,1,1,1,1,1,1,1,1152,1152,,?????,7/7/2024,1,500.00
44,64a7ebe3c460ba0012ffa7fa,7/7/2023,0:00,1,#20230707105222556,1,1,1,1,1,1,1,3180,3180,,?????,7/7/2024,1,500.00
45,641165833ce5b000018c3b7a,7/7/2023,0:00,1,#20230707105501510,1,1,1,1,1,1,1,3280,3280,,?????,7/7/2024,1,500.00
46,64a7ef2e168f6b000f50a880,7/7/2023,0:00,1,#20230707110033235,1,1,1,1,1,1,1,2980,2980,,?????,7/7/2024,1,500.00
47,649fa747838e98000fd2e54e,7/7/2023,0:00,1,#20230707110815707,1,1,1,1,1,1,1,518,518,,?????,7/7/2024,1,500.00
48,64a7f0f1718ffd001239b332,7/7/2023,0:00,1,#20230707111449145,1,1,1,1,1,1,1,3280,3280,,?????,7/7/2024,1,500.00
49,64a7f2f487fc2c00093d05d0,7/7/2023,0:00,1,#20230707112240684,1,1,1,1,1,1,1,2980,2980,,?????,7/7/2024,1,500.00
50,64a7f7d53c556f00094401a3,7/7/2023,0:00,1,#20230707113557903,1,1,1,1,1,1,1,3380,3380,,?????,7/7/2024,1,500.00
51,64a7f8f91793c5000c863034,7/7/2023,0:00,1,#20230707114555887,1,1,1,1,1,1,1,2980,2980,,?????,7/7/2024,1,500.00
52,64a7fa351239560012d0eb8e,7/7/2023,0:00,1,#20230707114557901,1,1,1,1,1,1,1,3180,3180,,?????,7/7/2024,1,500.00
53,64a6ec725f4f7100127e588d,7/7/2023,0:00,1,#20230707114615309,1,1,1,1,1,1,1,3280,3280,,?????,7/7/2024,1,500.00
54,64a7f926e4e7b3001266af6b,7/7/2023,0:00,1,#20230707114703931,1,1,1,1,1,1,1,3480,3480,,?????,7/7/2024,1,500.00
55,64a7f3b26424c50008b25234,7/7/2023,0:00,1,#20230707115123863,1,1,1,1,1,1,1,4216,4216,,?????,7/7/2024,1,500.00
56,64a7fb4b2796ad00093bfc06,7/7/2023,0:00,1,#20230707115413897,1,1,1,1,1,1,1,3480,3480,,?????,7/7/2024,1,500.00
57,641a587363f26c00014659f9,7/7/2023,0:00,1,#20230707120635449,1,1,1,1,1,1,1,3280,3280,,?????,7/7/2024,1,500.00
58,64a7fe00f814e200090baa69,7/7/2023,0:00,1,#20230707120739175,1,1,1,1,1,1,1,3480,3480,,?????,7/7/2024,1,500.00
59,64a7fed999ed02000e4d8f6e,7/7/2023,0:00,1,#20230707120905338,1,1,1,1,1,1,1,3380,3380,,?????,7/7/2024,1,500.00
60,64a7fe46dcc9ee00129ffe05,7/7/2023,0:00,1,#20230707120912386,1,1,1,1,1,1,1,4038,4038,,?????,7/7/2024,1,500.00
61,64a8000cba24cc0011f74994,7/7/2023,0:00,1,#20230707121657605,1,1,1,1,1,1,1,3180,3180,,?????,7/7/2024,1,500.00
62,64a802d4cd40c20012e8044d,7/7/2023,0:00,1,#20230707122906344,1,1,1,1,1,1,1,3380,3380,,?????,7/7/2024,1,500.00
63,64a7ff23f44724000c10f33c,7/7/2023,0:00,1,#20230707123512596,1,1,1,1,1,1,1,4532,4532,,?????,7/7/2024,1,500.00
64,64a804a720d403000b70898e,7/7/2023,0:00,1,#20230707123801611,1,1,1,1,1,1,1,3380,3380,,?????,7/7/2024,1,500.00
65,64a8027846c4c9000864b2a9,7/7/2023,0:00,1,#20230707123831823,1,1,1,1,1,1,1,2980,2980,,?????,7/7/2024,1,500.00
66,64a806b0aaa37a000fbd578e,7/7/2023,0:00,1,#20230707124130912,1,1,1,1,1,1,1,3180,3180,,?????,7/7/2024,1,500.00
67,64a805c46d61c3000f9511f6,7/7/2023,0:00,1,#20230707124357501,1,1,1,1,1,1,1,3280,3280,,?????,7/7/2024,1,500.00
68,64116e1b3ce5b000018d02a4,7/7/2023,0:00,1,#20230707124450152,1,1,1,1,1,1,1,2980,2980,,?????,7/7/2024,1,500.00
69,6411746ce052ee0001152a2b,7/7/2023,0:00,1,#20230707125823765,1,1,1,1,1,1,1,3019,3019,,?????,7/7/2024,1,500.00
70,64a80b35340393000d4b0ce5,7/7/2023,0:00,1,#20230707130023163,1,1,1,1,1,1,1,2980,2980,,?????,7/7/2024,1,500.00
71,64a80a5c30ad92000cf3f70a,7/7/2023,0:00,1,#20230707130250756,1,1,1,1,1,1,1,1152,1152,,?????,7/7/2024,1,500.00
72,648c54e9b4af18000ce8e744,7/7/2023,0:00,1,#20230707130356498,1,1,1,1,1,1,1,265,265,,?????,7/7/2024,1,500.00
73,64a80cf6d27703000cbe3bd3,7/7/2023,0:00,1,#20230707130901311,1,1,1,1,1,1,1,3380,3380,,?????,7/7/2024,1,500.00
74,64a8035afbcdf4000f4a1f76,7/7/2023,0:00,1,#20230707131441091,1,1,1,1,1,1,1,3839,3839,,?????,7/7/2024,1,500.00
75,64a80eed1f77ae00134b5d7a,7/7/2023,0:00,1,#20230707131511583,1,1,1,1,1,1,1,3180,3180,,?????,7/7/2024,1,500.00
76,64a80fe64570d50008c68b45,7/7/2023,0:00,1,#20230707131854982,1,1,1,1,1,1,1,1152,1152,,?????,7/7/2024,1,500.00
77,64a8105ba7e594000ff23a0c,7/7/2023,0:00,1,#20230707131856994,1,1,1,1,1,1,1,1961,1961,,?????,7/7/2024,1,500.00
78,64a810727f22980008dd16ae,7/7/2023,0:00,1,#20230707132456193,1,1,1,1,1,1,1,3480,3480,,?????,7/7/2024,1,500.00
79,64a8128aa31d4800097967d7,7/7/2023,0:00,1,#20230707133218534,1,1,1,1,1,1,1,2980,2980,,?????,7/7/2024,1,500.00
80,64a81287c4125f000ef85cd4,7/7/2023,0:00,1,#20230707133841891,1,1,1,1,1,1,1,3280,3280,,?????,7/7/2024,1,500.00
81,64a81583cd40c20012e80453,7/7/2023,0:00,1,#20230707135412888,1,1,1,1,1,1,1,3280,3280,,?????,7/7/2024,1,500.00
82,64a29b77119bf70009fbd75e,7/8/2023,0:00,1,#20230708030200408,1,1,1,1,1,1,1,1422,1422,,?????,7/8/2024,1,500.00
83,64116e6136c305000168897a,7/8/2023,0:00,1,#20230708030308162,1,1,1,1,1,1,1,3580,3580,,?????,7/8/2024,1,500.00
84,6430e10ec86244000f11a0b3,7/8/2023,0:00,1,#20230708032745217,1,1,1,1,1,1,1,1242,1242,,?????,7/8/2024,1,500.00
85,64a8daac43c69300120c4b34,7/8/2023,0:00,1,#20230708035033233,1,1,1,1,1,1,1,3679,3679,,?????,7/8/2024,1,500.00
86,64a8d95300230d000c15f294,7/8/2023,0:00,1,#20230708035632428,1,1,1,1,1,1,1,6460,6460,,?????,7/8/2024,1,500.00
87,64a8dd40f5ad44001299d42c,7/8/2023,0:00,1,#20230708040101709,1,1,1,1,1,1,1,3639,3639,,?????,7/8/2024,1,500.00
88,64a8dfccc517920012aa0d54,7/8/2023,0:00,1,#20230708040638468,1,1,1,1,1,1,1,3180,3180,,?????,7/8/2024,1,500.00
89,64a8dea0394a4e0011babee6,7/8/2023,0:00,1,#20230708040745217,1,1,1,1,1,1,1,3480,3480,,?????,7/8/2024,1,500.00
90,64a8e08ec3f103000cc0b40a,7/8/2023,0:00,1,#20230708041646530,1,1,1,1,1,1,1,3280,3280,,?????,7/8/2024,1,500.00
91,64a8e09d69176c000968d447,7/8/2023,0:00,1,#20230708041730114,1,1,1,1,1,1,1,3180,3180,,?????,7/8/2024,1,500.00
92,64116c4b222289000133024c,7/8/2023,0:00,1,#20230708042041290,1,1,1,1,1,1,1,2801,2801,,?????,7/8/2024,1,500.00
93,64a8e2f068f68c000c739683,7/8/2023,0:00,1,#20230708042302118,1,1,1,1,1,1,1,3280,3280,,?????,7/8/2024,1,500.00
94,6455d35878ed01000fc2f1d0,7/8/2023,0:00,1,#20230708042410872,1,1,1,1,1,1,1,140,140,,?????,7/8/2024,1,500.00
95,641174d2ffd608000167777d,7/8/2023,0:00,1,#20230708042434039,1,1,1,1,1,1,1,3180,3180,,?????,7/8/2024,1,500.00
96,642a8fd2cf7a44000c040032,7/8/2023,0:00,1,#20230708042709965,1,1,1,1,1,1,1,365,365,,?????,7/8/2024,1,500.00
97,64a8e4df61066b00095eabf1,7/8/2023,0:00,1,#20230708043301113,1,1,1,1,1,1,1,3480,3480,,?????,7/8/2024,1,500.00
98,64a8e55b4842bb000cf9d0c4,7/8/2023,0:00,1,#20230708043439075,1,1,1,1,1,1,1,3480,3480,,?????,7/8/2024,1,500.00
99,64a8e79e3cc2c4000cb75596,7/8/2023,0:00,1,#20230708043932526,1,1,1,1,1,1,1,3380,3380,,?????,7/8/2024,1,500.00
100,64116e85e052ee000114864b,7/8/2023,0:00,1,#20230708044030214,1,1,1,1,1,1,1,3019,3019,,?????,7/8/2024,1,500.00
101,64a8e72d692bed0008927ce1,7/8/2023,0:00,1,#20230708044040286,1,1,1,1,1,1,1,3180,3180,,?????,7/8/2024,1,500.00
102,64116fc23ce5b000018d2932,7/8/2023,0:00,1,#20230708044247731,1,1,1,1,1,1,1,6560,6560,,?????,7/8/2024,1,500.00
103,6411664e2222890001329fa8,7/8/2023,0:00,1,#20230708044533733,1,1,1,1,1,1,1,3180,3180,,?????,7/8/2024,1,500.00
104,64a8e760cf445c000f26b727,7/8/2023,0:00,1,#20230708044835851,1,1,1,1,1,1,1,3380,3380,,?????,7/8/2024,1,500.00
105,6411665a222289000132a319,7/8/2023,0:00,1,#20230708045408860,1,1,1,1,1,1,1,3180,3180,,?????,7/8/2024,1,500.00
106,64a8eb8ae0dd7a000f7c7f2a,7/8/2023,0:00,1,#20230708045631421,1,1,1,1,1,1,1,3180,3180,,?????,7/8/2024,1,500.00
107,64a8eadec59913000c23f5bf,7/8/2023,0:00,1,#20230708045745221,1,1,1,1,1,1,1,2980,2980,,?????,7/8/2024,1,500.00
108,64a8ec60317ac2000f94e38c,7/8/2023,0:00,1,#20230708045839883,1,1,1,1,1,1,1,2844,2844,,?????,7/8/2024,1,500.00
109,64a8eb44d10a250012d85676,7/8/2023,0:00,1,#20230708050023169,1,1,1,1,1,1,1,3280,3280,,?????,7/8/2024,1,500.00
110,64a8ead2fa638c000d1df5d1,7/8/2023,0:00,1,#20230708050431021,1,1,1,1,1,1,1,3180,3180,,?????,7/8/2024,1,500.00
111,64a8eddb402129000963bd65,7/8/2023,0:00,1,#20230708050701913,1,1,1,1,1,1,1,3180,3180,,?????,7/8/2024,1,500.00
112,64a8ede62c41b4000faf8e21,7/8/2023,0:00,1,#20230708050841893,1,1,1,1,1,1,1,2980,2980,,?????,7/8/2024,1,500.00
113,64a8ed92c77589000c11cf77,7/8/2023,0:00,1,#20230708051001015,1,1,1,1,1,1,1,3280,3280,,?????,7/8/2024,1,500.00
114,64a8ecfb4d8ecb0012f6f22f,7/8/2023,0:00,1,#20230708051137965,1,1,1,1,1,1,1,3180,3180,,?????,7/8/2024,1,500.00
115,64116fb5d846120001e64b44,7/8/2023,0:00,1,#20230708051226584,1,1,1,1,1,1,1,4558,4558,,?????,7/8/2024,1,500.00
116,64a8ee3d2c41b40009af8e1f,7/8/2023,0:00,1,#20230708051326286,1,1,1,1,1,1,1,3180,3180,,?????,7/8/2024,1,500.00
117,64a8edacb11a56000c22e773,7/8/2023,0:00,1,#20230708051340386,1,1,1,1,1,1,1,3180,3180,,?????,7/8/2024,1,500.00
118,64a8effd3ae16400120b70c6,7/8/2023,0:00,1,#20230708051654579,1,1,1,1,1,1,1,1651,1651,,?????,7/8/2024,1,500.00
119,64a8f05fa20fe2000c978afa,7/8/2023,0:00,1,#20230708051744212,1,1,1,1,1,1,1,4118,4118,,?????,7/8/2024,1,500.00
120,64a8f0670e91240011d2aced,7/8/2023,0:00,1,#20230708052107759,1,1,1,1,1,1,1,3180,3180,,?????,7/8/2024,1,500.00
121,64a8f0d53b6d64000c9ea757,7/8/2023,0:00,1,#20230708052120844,1,1,1,1,1,1,1,3380,3380,,?????,7/8/2024,1,500.00
122,64a8f1dd0ac647000ee16b2a,7/8/2023,0:00,1,#20230708052234646,1,1,1,1,1,1,1,3580,3580,,?????,7/8/2024,1,500.00
123,641170bd36c305000168d560,7/8/2023,0:00,1,#20230708052705940,1,1,1,1,1,1,1,405,405,,?????,7/8/2024,1,500.00
124,64a8edb8a20fe2000c978af6,7/8/2023,0:00,1,#20230708052712986,1,1,1,1,1,1,1,3779,3779,,?????,7/8/2024,1,500.00
125,64a8f43e3b8bdc000c11b313,7/8/2023,0:00,1,#20230708053137971,1,1,1,1,1,1,1,1422,1422,,?????,7/8/2024,1,500.00
126,64a8eeeefe74e4000fbe5616,7/8/2023,0:00,1,#20230708053151059,1,1,1,1,1,1,1,3380,3380,,?????,7/8/2024,1,500.00
127,64a8f3ee4620a1000f5eb250,7/8/2023,0:00,1,#20230708053716014,1,1,1,1,1,1,1,3380,3380,,?????,7/8/2024,1,500.00
128,64a8f5e5ad8e0e000f972099,7/8/2023,0:00,1,#20230708053931519,1,1,1,1,1,1,1,6360,6360,,?????,7/8/2024,1,500.00
129,64a8f4ca426f8e0009e57be0,7/8/2023,0:00,1,#20230708053957700,1,1,1,1,1,1,1,3465,3465,,?????,7/8/2024,1,500.00
130,64a8f21e02f4350012c2fe63,7/8/2023,0:00,1,#20230708054031225,1,1,1,1,1,1,1,3380,3380,,?????,7/8/2024,1,500.00
131,64a8f5248c87d2000fcf3c1d,7/8/2023,0:00,1,#20230708054045317,1,1,1,1,1,1,1,3480,3480,,?????,7/8/2024,1,500.00
132,64a8f3c072ca62000c65e0b0,7/8/2023,0:00,1,#20230708054057403,1,1,1,1,1,1,1,3280,3280,,?????,7/8/2024,1,500.00
133,64a8f6da384f86000f2145de,7/8/2023,0:00,1,#20230708054705939,1,1,1,1,1,1,1,3280,3280,,?????,7/8/2024,1,500.00
134,64a8f795927db4000985be8e,7/8/2023,0:00,1,#20230708055149044,1,1,1,1,1,1,1,3779,3779,,?????,7/8/2024,1,500.00
135,64a8f790f814e2000f0baade,7/8/2023,0:00,1,#20230708055614308,1,1,1,1,1,1,1,3380,3380,,?????,7/8/2024,1,500.00
136,64a8f3943b6d6400129ea741,7/8/2023,0:00,1,#20230708060706950,1,1,1,1,1,1,1,3380,3380,,?????,7/8/2024,1,500.00
137,64a8f8df8617320012d8cfd2,7/8/2023,0:00,1,#20230708060809667,1,1,1,1,1,1,1,3380,3380,,?????,7/8/2024,1,500.00
138,64a8fb08d29d3400123e14b0,7/8/2023,0:00,1,#20230708060825785,1,1,1,1,1,1,1,3180,3180,,?????,7/8/2024,1,500.00
139,64a8fb9da675bf00124249c8,7/8/2023,0:00,1,#20230708060857001,1,1,1,1,1,1,1,3380,3380,,?????,7/8/2024,1,500.00
140,64a8f3e11f6af30012eeb8b5,7/8/2023,0:00,1,#20230708060949650,1,1,1,1,1,1,1,3480,3480,,?????,7/8/2024,1,500.00
141,645f36841cac5e000f92f9b0,7/8/2023,0:00,1,#20230708061028202,1,1,1,1,1,1,1,249,249,,?????,7/8/2024,1,500.00
142,64a8fb4ef5ad44001299d43c,7/8/2023,0:00,1,#20230708061046326,1,1,1,1,1,1,1,3580,3580,,?????,7/8/2024,1,500.00
143,64a8fbeecc11db000c4d4bb8,7/8/2023,0:00,1,#20230708061152070,1,1,1,1,1,1,1,1152,1152,,?????,7/8/2024,1,500.00
144,64116e7c22228900013340bd,7/8/2023,0:00,1,#20230708061201419,1,1,1,1,1,1,1,3480,3480,,?????,7/8/2024,1,500.00
145,649bc55df3d9ce000fb18d88,7/8/2023,0:00,1,#20230708061402816,1,1,1,1,1,1,1,3380,3380,,?????,7/8/2024,1,500.00
146,64a8fd70c5a320000974b444,7/8/2023,0:00,1,#20230708061733141,1,1,1,1,1,1,1,3480,3480,,?????,7/8/2024,1,500.00
147,641170ad3ce5b000018d51b9,7/8/2023,0:00,1,#20230708061814700,1,1,1,1,1,1,1,1433,1433,,?????,7/8/2024,1,500.00
148,64a8fdfb5fa5d4000c920a3a,7/8/2023,0:00,1,#20230708061831823,1,1,1,1,1,1,1,3380,3380,,?????,7/8/2024,1,500.00
149,64a8f0315d1ff200125491b6,7/8/2023,0:00,1,#20230708061915407,1,1,1,1,1,1,1,3280,3280,,?????,7/8/2024,1,500.00
150,64a8fbece92f9700126e87ff,7/8/2023,0:00,1,#20230708062004030,1,1,1,1,1,1,1,3280,3280,,?????,7/8/2024,1,500.00
151,6411708f3ce5b000018d4f4c,7/8/2023,0:00,1,#20230708062027193,1,1,1,1,1,1,1,3380,3380,,?????,7/8/2024,1,500.00
